S.No.,Global ID,Site Name,State/Circle,District,Cluster,Alarm On-Site,Alarm Start Time,Alarm End Time,Duration (HH:MM:SS),Battery Start Volt,Battery End Volt,Temp.,IMEI,Site Running ON,Energy Start Time,Energy End Time,Acknowledge
30,ST-DELHI-HPSC-191,HPSC Parsvnath Exotica Sector531,Delhi,Gurgaon,Gurgaon,AM MNSF,2026-04-10 21:29:39,2026-04-10 21:30:08,00:00:29,53.80,53.80,0.00,'867950079195432,SOBT,2026-04-10 21:29:39,2026-04-10 21:30:08,"Level-1, Status-No.Block by Server, Number-8395061400; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
31,ST-MAH-OD-0013,Salawad Palghar,Maharashtra,Vasai,THANE,AM MNSF,2026-04-10 21:29:35,2026-04-10 21:58:23,00:28:48,61.71,61.28,0.00,'861919081952268,SOBT,2026-04-10 21:29:35,2026-04-10 21:58:23,"Level-1, Status-DIALING, Number-9833144457; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
32,ST_MUM_HPSC_0071,Mannan Colony,Mumbai,Mumbai,MUMBAI,BTLV,2026-04-10 21:29:19,2026-04-10 21:30:30,00:01:11,44.10,50.50,0.00,'867950079196018,SOBT,2026-04-10 10:36:01,2026-04-10 21:30:30,"Level-1, Status-NO DIALTONE, Number-7208501421; Level-2, Status-No.Block by Server, Number-8097618466"
33,ST_MUM_HPSC_0075,Om Siddhivinayak CHSL,Mumbai,Mumbai,MUMBAI,BTLV,2026-04-10 21:28:15,2026-04-10 21:38:24,00:10:09,47.20,48.10,0.00,'866082076630640,SOEB,2026-04-10 21:22:47,2026-04-11 00:00:00,"Level-1, Status-DIALING, Number-7208501421; Level-2, Status-DIALING, Number-8097618466"
34,ST_MUM_HPSC_0075,Om Siddhivinayak CHSL,Mumbai,Mumbai,MUMBAI,BTLV,2026-04-10 21:22:16,2026-04-10 21:22:47,00:00:31,44.00,49.30,0.00,'866082076630640,SOBT,2026-04-10 10:33:44,2026-04-10 21:22:47,"Level-1, Status-DIALING, Number-7208501421; Level-2, Status-DIALING, Number-8097618466"
35,ST-DELHI-HPSC-087,HPSC_ Noida Sector 46Dadri_1,Delhi,Noida,Noida,AM MNSF,2026-04-10 21:21:11,2026-04-10 21:30:25,00:09:14,52.71,50.92,0.00,'861919082178889,SOBT,2026-04-10 21:21:11,2026-04-10 21:30:25,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
36,ST-MAH-OD-0007,Sahyadri Mangal Karyalaya,Maharashtra,Vasai,Vasai,AM MNSF,2026-04-10 21:20:09,2026-04-10 21:25:53,00:05:44,50.14,50.64,0.00,'861919084338184,SOBT,2026-04-10 21:20:09,2026-04-10 21:25:53,"Level-1, Status-NO DIALTONE, Number-9833144457; Level-2, Status-No.Block by Server, Number-9975894886; Level-3, Status-No.Block by Server, Number-8888806810"
37,ST-UPE-HPSC-051,Gujaini,UP East,Kanpur,Kanpur,AM MNSF,2026-04-10 21:13:15,2026-04-10 21:23:31,00:10:16,50.50,50.40,0.00,'867950079198600,SOBT,2026-04-10 21:13:15,2026-04-10 21:23:31,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
38,ST-MAH-OD-0041,Golani Naka Vasai East,Maharashtra,Vasai,Vasai.,AM MNSF,2026-04-10 21:09:36,2026-04-10 21:10:26,00:00:50,53.71,52.42,0.00,'861919084259612,SOBT,2026-04-10 21:09:36,2026-04-10 21:10:26,"Level-1, Status-NO DIALTONE, Number-9823982397; Level-2, Status-NO DIALTONE, Number-9823982397; Level-3, Status-No.Block by Server, Number-8888806810"
39,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,BTLV,2026-04-10 21:01:07,2026-04-10 21:07:12,00:06:05,47.60,49.80,0.00,'861919084261865,SOBT,2026-04-10 20:59:51,2026-04-10 21:06:10,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
40,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,AM MNSF,2026-04-10 20:59:51,2026-04-10 21:06:10,00:06:19,48.80,47.10,0.00,'861919084261865,SOBT,2026-04-10 20:59:51,2026-04-10 21:06:10,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
41,ST-MAH-OD-0065,Nirvaana Residency,Maharashtra,RAIGAD,PUNE-3,AM MNSF,2026-04-10 20:56:51,2026-04-11 00:56:12,03:59:21,50.70,50.64,0.00,'865510082839855,SOBT,2026-04-10 20:56:51,2026-04-11 00:00:00,"Level-1, Status-No.Block by Server, Number-9975894886; Level-2, Status-No.Block by Server, Number-9975894886; Level-3, Status-No.Block by Server, Number-8888806810"
42,ST-DELHI-HPSC-268,HPSC_GBD_Rahul Vihar,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-10 20:55:20,2026-04-10 21:00:23,00:05:03,52.40,51.00,0.00,'861919084308583,SOBT,2026-04-10 20:55:20,2026-04-10 21:00:23,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
43,ST-KAR-HPSC-004,Murulesh Bldg,Karnataka,Bangalore,Bangalore,Door-Open,2026-04-10 20:52:20,2026-04-10 20:57:08,00:04:48,53.00,53.00,0.00,'866082076649962,SOEB,2026-04-10 18:16:29,2026-04-10 22:09:43,"Level-1, Status-DIALING, Number-9483795832; Level-2, Status-DIALING, Number-9483795832"
44,ST-UPE-OD-0002,AIJAZ AHEMED HOUSE PARADE,UP East,Kanpur,Kanpur,TPMS Battery Low,2026-04-10 20:50:07,2026-04-11 18:39:00,21:48:53,49.85,53.78,0.00,'861919084338242,SOBT,2026-04-10 20:40:14,2026-04-10 20:50:58,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299"
45,ST-MAH-OD-0007,Sahyadri Mangal Karyalaya,Maharashtra,Vasai,Vasai,AM MNSF,2026-04-10 20:44:17,2026-04-10 21:14:55,00:30:38,50.00,50.57,0.00,'861919084338184,SOBT,2026-04-10 20:44:17,2026-04-10 21:14:55,"Level-1, Status-DIALING, Number-9833144457; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
46,ST-UPE-OD-0002,AIJAZ AHEMED HOUSE PARADE,UP East,Kanpur,Kanpur,TPMS Battery Low,2026-04-10 20:40:14,2026-04-10 20:49:56,00:09:42,51.14,49.85,0.00,'861919084338242,SOBT,2026-04-10 20:40:14,2026-04-10 20:50:58,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
47,STPL-DELHI-HPSC-168,HPSC_Tigri_3,Delhi,Noida,Noida,AM MNSF,2026-04-10 20:38:44,2026-04-10 20:59:10,00:20:26,51.60,50.90,0.00,'866082076637959,SOBT,2026-04-10 20:38:44,2026-04-10 20:59:10,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
48,ST-DELHI-HPSC-011,HPSC_Sector 63 A_2,Delhi,Noida,Noida,TPMS Battery Low,2026-04-10 20:38:08,2026-04-11 07:21:07,10:42:59,654.86,0.00,0.00,'866082076610527,SOEB,-,-,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
49,ST-DELHI-HPSC-267,HPSC_GBD_Gali_No-1_Khora_Colony,Delhi,North Delhi,North Delhi,BTLV,2026-04-10 20:36:10,2026-04-10 20:37:06,00:00:56,47.80,50.30,0.00,'866082076628693,SOEB,2026-04-10 20:18:15,2026-04-11 00:00:00,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
50,ST-MAH-OD-0007,Sahyadri Mangal Karyalaya,Maharashtra,Vasai,Vasai,AM MNSF,2026-04-10 20:33:37,2026-04-10 20:39:00,00:05:23,49.78,51.00,0.00,'861919084338184,SOBT,2026-04-10 20:33:37,2026-04-10 20:39:00,"Level-1, Status-DIALING, Number-9833144457; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
51,ST-DELHI-HPSC-188,HPSC_Sector 63 A_3,Delhi,Noida,Noida,AM MNSF,2026-04-10 20:33:07,2026-04-10 20:40:56,00:07:49,51.30,0.00,0.00,'866082076638031,SOBT,2026-04-10 20:33:07,2026-04-10 20:40:56,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
52,ST-MAH-OD-0013,Salawad Palghar,Maharashtra,Vasai,THANE,AM MNSF,2026-04-10 20:32:39,2026-04-10 20:50:13,00:17:34,61.00,61.35,0.00,'861919081952268,SOBT,2026-04-10 20:32:39,2026-04-10 20:50:13,"Level-1, Status-DIALING, Number-9833144457; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
53,ST-MAH-OD-0014,Uttamnagar 2,Maharashtra,CH SAMBHAJI NAGAR,CH SAMBHAJI NAGAR,AM MNSF,2026-04-10 20:29:52,2026-04-10 20:49:17,00:19:25,49.71,50.00,0.00,'861919082057877,SOBT,2026-04-10 20:29:52,2026-04-10 20:49:17,"Level-1, Status-NO DIALTONE, Number-7208501421; Level-2, Status-No.Block by Server, Number-9975894886; Level-3, Status-No.Block by Server, Number-8888806810"
54,ST-UPE-HPSC-038,"Near Shadab Chauraha, Kalindipuram",UP East,Prayagraj,Prayagraj,AM MNSF,2026-04-10 20:24:58,2026-04-10 20:35:27,00:10:29,53.70,52.30,0.00,'861919084309979,SOBT,2026-04-10 20:24:58,2026-04-10 20:35:27,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
55,ST-MAH-OD-0007,Sahyadri Mangal Karyalaya,Maharashtra,Vasai,Vasai,AM MNSF,2026-04-10 20:22:11,2026-04-10 20:28:04,00:05:53,50.35,50.92,0.00,'861919084338184,SOBT,2026-04-10 20:22:11,2026-04-10 20:28:04,"Level-1, Status-DIALING, Number-9833144457; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
56,STPL-MUM-OD-M0413,Milan Housing,Mumbai,Mumbai,MUMBAI,AM MNSF,2026-04-10 20:20:20,2026-04-10 22:01:06,01:40:46,51.21,51.14,0.00,'869742089279274,SOBT,2026-04-10 20:20:20,2026-04-10 22:01:06,"Level-1, Status-NO DIALTONE, Number-9833144457; Level-2, Status-No.Block by Server, Number-8097618466; Level-3, Status-No.Block by Server, Number-8108779091"
57,ST-MAH-OD-0004,Bitsom,Maharashtra,Vasai,THANE,AM MNSF,2026-04-10 20:20:13,2026-04-10 20:21:35,00:01:22,47.50,47.14,0.00,'861919084333250,SOBT,2026-04-10 20:20:13,2026-04-10 20:21:35,"Level-1, Status-NO DIALTONE, Number-9833144457; Level-2, Status-No.Block by Server, Number-9975894886; Level-3, Status-No.Block by Server, Number-8888806810"
58,ST-GUJ-MACRO-023,Ayodhya Nagar Nanikadi,Gujrat,Ahmedabad,Ahmedabad,AM MNSF,2026-04-10 20:18:38,2026-04-10 20:26:27,00:07:49,49.28,51.14,0.00,'861919084335412,SOBT,2026-04-10 20:18:38,2026-04-10 20:26:27,"Level-1, Status-DIALING, Number-9979144060; Level-2, Status-DIALING, Number-8980445100; Level-3, Status-DIALING, Number-7226080870"
59,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,BTLV,2026-04-10 20:17:18,2026-04-10 20:21:25,00:04:07,47.10,48.90,0.00,'861919084261865,SOBT,2026-04-10 20:15:17,2026-04-10 20:21:25,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
60,ST-GUJ-MACRO-046,RIDDHI SIDDHI SQUARE KADI,Gujrat,Mehsana,Mehsana,AM MNSF,2026-04-10 20:16:20,2026-04-10 20:22:35,00:06:15,51.50,53.85,0.00,'861919084259026,SOBT,2026-04-10 20:16:20,2026-04-10 20:22:35,"Level-1, Status-DIALING, Number-9106296546; Level-2, Status-DIALING, Number-8980445100; Level-3, Status-DIALING, Number-7226080870"
61,ST-GUJ-MACRO-023,Ayodhya Nagar Nanikadi,Gujrat,Ahmedabad,Ahmedabad,AM MNSF,2026-04-10 20:16:08,2026-04-10 20:17:32,00:01:24,49.57,48.92,0.00,'861919084335412,SOBT,2026-04-10 20:16:08,2026-04-10 20:17:32,"Level-1, Status-DIALING, Number-9979144060; Level-2, Status-DIALING, Number-8980445100; Level-3, Status-DIALING, Number-7226080870"
62,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,AM MNSF,2026-04-10 20:15:17,2026-04-10 20:21:25,00:06:08,48.40,48.90,0.00,'861919084261865,SOBT,2026-04-10 20:15:17,2026-04-10 20:21:25,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
63,ST-DELHI-HPSC-267,HPSC_GBD_Gali_No-1_Khora_Colony,Delhi,North Delhi,North Delhi,AM MNSF,2026-04-10 20:13:40,2026-04-10 20:18:15,00:04:35,49.50,50.50,0.00,'866082076628693,SOBT,2026-04-10 20:13:40,2026-04-10 20:18:15,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
64,ST-UPE-HPSC-051,Gujaini,UP East,Kanpur,Kanpur,AM MNSF,2026-04-10 20:12:13,2026-04-10 20:33:06,00:20:53,49.90,50.10,0.00,'867950079198600,SOBT,2026-04-10 20:12:13,2026-04-10 20:33:06,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
65,ST-MAH-OD-0014,Uttamnagar 2,Maharashtra,CH SAMBHAJI NAGAR,CH SAMBHAJI NAGAR,AM MNSF,2026-04-10 20:12:07,2026-04-10 20:13:21,00:01:14,50.70,48.28,0.00,'861919082057877,SOBT,2026-04-10 20:12:07,2026-04-10 20:13:21,"Level-1, Status-DIALING, Number-7208501421; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
66,ST-DELHI-HPSC-267,HPSC_GBD_Gali_No-1_Khora_Colony,Delhi,North Delhi,North Delhi,BTLV,2026-04-10 19:57:08,2026-04-10 20:00:13,00:03:05,47.90,50.40,0.00,'866082076628693,SOEB,2026-04-10 19:23:10,2026-04-10 20:13:40,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
67,ST-MAH-OD-0072,Rudra Shelter Business Hotel Vasai,Maharashtra,Virar,Virar,AM MNSF,2026-04-10 19:55:10,2026-04-10 20:01:26,00:06:16,51.28,53.21,0.00,'865510082843410,SOBT,2026-04-10 19:55:10,2026-04-10 20:01:26,"Level-1, Status-DIALING, Number-9823982397; Level-2, Status-DIALING, Number-9823982397; Level-3, Status-DIALING, Number-8888806810"
