S.No.,Global ID,Site Name,State/Circle,District,Cluster,Alarm On-Site,Alarm Start Time,Alarm End Time,Duration (HH:MM:SS),Battery Start Volt,Battery End Volt,Temp.,IMEI,Site Running ON,Energy Start Time,Energy End Time,Acknowledge
11,ST-DELHI-HPSC-194,Noida SECTOR 52 Dadri 2,Delhi,Noida,Noida,AM MNSF,2026-04-25 23:26:09,2026-04-25 23:26:35,00:00:26,49.40,50.30,0.00,'867950079195705,SOBT,2026-04-25 23:26:09,2026-04-25 23:26:35,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
12,ST-UPE-HPSC-046,Durga Mandir Rd Madehgunj,UP East,Lucknow,Lucknow,BTLV,2026-04-25 23:23:10,2026-04-25 23:27:07,00:03:57,42.70,55.40,0.00,'866082076645994,SOEB,2026-04-25 18:23:29,2026-04-26 00:00:00,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299"
13,ST-DELHI-HPSC-194,Noida SECTOR 52 Dadri 2,Delhi,Noida,Noida,AM MNSF,2026-04-25 23:11:17,2026-04-25 23:24:13,00:12:56,51.50,0.00,0.00,'867950079195705,SOBT,2026-04-25 23:11:17,2026-04-25 23:24:13,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
14,ST-DELHI-HPSC-007,HPSC_Firoz Gandhi Colony_Sector 51,Delhi,Faridabad,Faridabad,AM MNSF,2026-04-25 23:08:51,2026-04-25 23:25:40,00:16:49,49.10,49.30,0.00,'867950079195408,SOBT,2026-04-25 23:08:51,2026-04-25 23:25:40,"Level-1, Status-NO DIALTONE, Number-6392031410; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
15,ST-MAH-OD-0065,Nirvaana Residency,Maharashtra,RAIGAD,PUNE-3,AM MNSF,2026-04-25 23:08:35,2026-04-25 23:40:02,00:31:27,50.57,51.35,0.00,'865510082839855,SOBT,2026-04-25 23:08:35,2026-04-25 23:40:02,"Level-1, Status-DIALING, Number-9975894886; Level-2, Status-DIALING, Number-9975894886; Level-3, Status-DIALING, Number-8888806810"
16,ST-UPE-HPSC-004,Chakeri Airport,UP East,Kanpur,Kanpur,AM MNSF,2026-04-25 23:04:58,2026-04-26 00:05:15,01:00:17,51.70,50.40,0.00,'866082076608968,SOBT,2026-04-25 23:04:58,2026-04-26 00:00:00,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
17,ST-DELHI-HPSC-322,HPSC_GBD_Partap_Vihar_Khora,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 23:04:39,2026-04-25 23:05:41,00:01:02,51.10,49.60,0.00,'861919084283281,SOBT,2026-04-25 23:04:39,2026-04-25 23:05:41,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
18,ST-DELHI-HPSC-042,HPSC_Bhondsi(168)Sohna_4,Delhi,Delhi,Delhi,AM MNSF,2026-04-25 23:02:40,2026-04-26 00:54:57,01:52:17,51.70,50.40,0.00,'866082076610972,SOBT,2026-04-25 23:02:40,2026-04-26 00:00:00,"Level-1, Status-No.Block by Server, Number-8395061400; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
19,ST-DELHI-HPSC-322,HPSC_GBD_Partap_Vihar_Khora,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 22:45:31,2026-04-25 22:46:26,00:00:55,50.90,49.30,0.00,'861919084283281,SOBT,2026-04-25 22:45:31,2026-04-25 22:46:26,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
20,ST-DELHI-HPSC-268,HPSC_GBD_Rahul Vihar,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 22:44:56,2026-04-25 22:48:12,00:03:16,55.70,52.30,0.00,'861919084308583,SOBT,2026-04-25 22:44:56,2026-04-25 22:48:12,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
21,ST-DELHI-HPSC-074,HPSC_Bahalolpur,Delhi,Noida,Noida,AM MNSF,2026-04-25 22:38:47,2026-04-25 22:42:56,00:04:09,52.14,50.00,0.00,'861919082178004,SOBT,2026-04-25 22:38:47,2026-04-25 22:42:56,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
22,ST-DELHI-HPSC-322,HPSC_GBD_Partap_Vihar_Khora,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 22:36:21,2026-04-25 22:38:19,00:01:58,50.80,49.20,0.00,'861919084283281,SOBT,2026-04-25 22:36:21,2026-04-25 22:38:19,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
23,ST-DELHI-HPSC-264,HPSC_BALLABGARH SECTOR 1 FBD_4,Delhi,Faridabad,Faridabad,AM MNSF,2026-04-25 22:28:12,2026-04-25 23:03:50,00:35:38,51.40,49.00,0.00,'861919084308849,SOBT,2026-04-25 22:28:12,2026-04-25 23:03:50,"Level-1, Status-DIALING, Number-6392031410; Level-2, Status-DIALING, Number-8395061400; Level-3, Status-DIALING, Number-6397156643"
24,ST-KAR-MACRO-018,Shahsidhar Bldg,Karnataka,Bangalore,Bangalore,AM MNSF,2026-04-25 22:24:49,2026-04-25 22:30:22,00:05:33,52.31,49.30,0.00,'867950079198725,SOBT,2026-04-25 22:24:49,2026-04-25 22:30:22,"Level-1, Status-DIALING, Number-9483795832; Level-2, Status-DIALING, Number-9483795832; Level-3, Status-DIALING, Number-9845460610"
25,ST-DELHI-HPSC-264,HPSC_BALLABGARH SECTOR 1 FBD_4,Delhi,Faridabad,Faridabad,AM MNSF,2026-04-25 22:17:16,2026-04-25 22:18:16,00:01:00,51.70,50.00,0.00,'861919084308849,SOBT,2026-04-25 22:17:16,2026-04-25 22:18:16,"Level-1, Status-DIALING, Number-6392031410; Level-2, Status-DIALING, Number-8395061400; Level-3, Status-DIALING, Number-6397156643"
26,ST-DELHI-HPSC-007,HPSC_Firoz Gandhi Colony_Sector 51,Delhi,Faridabad,Faridabad,AM MNSF,2026-04-25 22:16:22,2026-04-25 23:07:44,00:51:22,51.90,49.10,0.00,'867950079195408,SOBT,2026-04-25 22:16:22,2026-04-25 23:07:44,"Level-1, Status-DIALING, Number-6392031410; Level-2, Status-DIALING, Number-8395061400; Level-3, Status-DIALING, Number-6397156643"
27,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,AM MNSF,2026-04-25 22:13:19,2026-04-25 22:14:20,00:01:01,48.00,48.40,0.00,'861919084284875,SOBT,2026-04-25 22:13:19,2026-04-25 22:14:20,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
28,ST-DELHI-HPSC-074,HPSC_Bahalolpur,Delhi,Noida,Noida,AM MNSF,2026-04-25 22:09:40,2026-04-25 22:12:03,00:02:23,52.64,50.71,0.00,'861919082178004,SOBT,2026-04-25 22:09:40,2026-04-25 22:12:03,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
29,ST-KAR-MACRO-012,Nikhil Bldg,Karnataka,Bangalore,Bangalore,AM MNSF,2026-04-25 22:08:46,2026-04-25 22:14:32,00:05:46,54.78,49.49,0.00,'866082076630848,SOBT,2026-04-25 22:08:46,2026-04-25 22:14:32,"Level-1, Status-NO DIALTONE, Number-9483795832; Level-2, Status-NO DIALTONE, Number-9483795832; Level-3, Status-NO DIALTONE, Number-9845460610"
30,STPL-MICRO-125,Block AG 1_Vikas Puri,Delhi,Delhi,Delhi,Mains Failed,2026-04-25 22:07:34,2026-04-25 22:08:08,00:00:34,54.58,54.58,0.00,'866082076649087,SOBT,2026-04-25 22:07:34,2026-04-25 22:08:08,"Level-1, Status-DIALING, Number-9315997041; Level-2, Status-DIALING, Number-8395061400"
31,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,BTLV,2026-04-25 22:07:14,2026-04-25 22:08:15,00:01:01,47.90,48.50,0.00,'861919084284875,SOBT,2026-04-25 22:07:14,2026-04-25 22:08:15,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
32,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,AM MNSF,2026-04-25 22:07:14,2026-04-25 22:08:15,00:01:01,47.90,48.50,0.00,'861919084284875,SOBT,2026-04-25 22:07:14,2026-04-25 22:08:15,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
33,ST-DELHI-HPSC-268,HPSC_GBD_Rahul Vihar,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 22:05:26,2026-04-25 22:28:09,00:22:43,53.50,49.70,0.00,'861919084308583,SOBT,2026-04-25 22:05:26,2026-04-25 22:28:09,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
34,ST-DELHI-HPSC-047,HPSC_Dhana(126) GGN_2,Delhi,Delhi,Delhi,AM MNSF,2026-04-25 22:04:56,2026-04-25 22:08:25,00:03:29,51.90,50.10,0.00,'866082076610022,SOBT,2026-04-25 22:04:56,2026-04-25 22:08:25,"Level-1, Status-No.Block by Server, Number-8395061400; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
35,ST-DELHI-HPSC-322,HPSC_GBD_Partap_Vihar_Khora,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 22:03:50,2026-04-25 22:32:14,00:28:24,53.50,49.10,0.00,'861919084283281,SOBT,2026-04-25 22:03:50,2026-04-25 22:32:14,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
36,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,BTLV,2026-04-25 22:02:09,2026-04-25 22:04:12,00:02:03,47.90,48.50,0.00,'861919084284875,SOBT,2026-04-25 22:00:11,2026-04-25 22:04:12,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
37,ST-DELHI-HPSC-013,HPSC_Shyam Park_Rajendra Nagar,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 21:55:02,2026-04-25 22:02:48,00:07:46,52.70,49.00,0.00,'861919084302172,SOBT,2026-04-25 21:55:02,2026-04-25 22:02:48,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
38,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,BTLV,2026-04-25 21:54:59,2026-04-25 21:57:11,00:02:12,47.40,49.90,0.00,'861919084261865,SOBT,2026-04-25 21:54:59,2026-04-25 21:56:10,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
39,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:54:59,2026-04-25 21:56:10,00:01:11,47.40,49.90,0.00,'861919084261865,SOBT,2026-04-25 21:54:59,2026-04-25 21:56:10,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
40,ST_MUM_HPSC_0071,Mannan Colony,Mumbai,Mumbai,MUMBAI,AM MNSF,2026-04-25 21:53:14,2026-04-25 21:54:26,00:01:12,52.30,51.60,0.00,'867950079196018,SOBT,2026-04-25 21:53:14,2026-04-25 21:54:26,"Level-1, Status-DIALING, Number-7208501421; Level-2, Status-DIALING, Number-8097618466; Level-3, Status-DIALING, Number-8108779091"
41,ST-UPE-HPSC-007,Mcrobetgunj,UP East,Kanpur,Kanpur,AM MNSF,2026-04-25 21:46:06,2026-04-25 22:47:59,01:01:53,52.00,50.00,0.00,'867950079195838,SOBT,2026-04-25 21:46:06,2026-04-25 22:47:59,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
42,ST-DELHI-HPSC-172,HPSC_Dadri_2,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:40:26,2026-04-25 21:43:22,00:02:56,53.92,52.42,0.00,'861919081971185,SOBT,2026-04-25 21:40:26,2026-04-25 21:43:22,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
43,ST-GUJ-MACRO-032,Gunukrupa Godhra,Gujrat,Godhara ,Godhara,AM MNSF,2026-04-25 21:35:19,2026-04-25 22:05:10,00:29:51,49.85,50.42,0.00,'861919084260073,SOBT,2026-04-25 21:35:19,2026-04-25 22:05:10,"Level-1, Status-DIALING, Number-9727794821; Level-2, Status-DIALING, Number-8980445100; Level-3, Status-DIALING, Number-7226080870"
44,ST-DELHI-HPSC-322,HPSC_GBD_Partap_Vihar_Khora,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 21:34:28,2026-04-25 21:38:32,00:04:04,53.50,50.10,0.00,'861919084283281,SOBT,2026-04-25 21:34:28,2026-04-25 21:38:32,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
45,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,BTLV,2026-04-25 21:31:37,2026-04-25 21:32:11,00:00:34,47.70,48.60,0.00,'861919084284875,SOEB,2026-04-25 21:31:37,2026-04-25 22:00:11,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
46,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,BTLV,2026-04-25 21:31:08,2026-04-25 21:51:07,00:19:59,47.40,49.70,0.00,'861919084261865,SOBT,2026-04-25 21:29:39,2026-04-25 21:49:55,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400"
47,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:29:40,2026-04-25 21:31:37,00:01:57,48.20,47.70,0.00,'861919084284875,SOBT,2026-04-25 21:29:40,2026-04-25 21:31:37,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
48,ST-DELHI-HPSC-186,HPSC_Sector 63 Noida,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:29:39,2026-04-25 21:49:55,00:20:16,48.10,47.10,0.00,'861919084261865,SOBT,2026-04-25 21:29:39,2026-04-25 21:49:55,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
49,ST-DELHI-HPSC-067,HPSC_Plam vihar Extension GGN_2,Delhi,Delhi,Delhi,AM MNSF,2026-04-25 21:22:10,2026-04-25 21:32:16,00:10:06,50.60,50.20,0.00,'861919084304525,SOBT,2026-04-25 21:22:10,2026-04-25 21:32:16,"Level-1, Status-No.Block by Server, Number-8395061400; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
50,ST-DELHI-HPSC-187,HPSC Chhijarsi & Bahlolpur Colony,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:22:09,2026-04-25 21:23:46,00:01:37,49.80,49.80,0.00,'867950079196851,SOBT,2026-04-25 21:22:09,2026-04-25 21:23:46,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
51,ST-MUM-OD-0122,Royal Apartment,Mumbai,Mumbai,MUMBAI,AM MNSF,2026-04-25 21:19:52,2026-04-25 21:21:12,00:01:20,48.00,53.21,0.00,'861919084346336,SOBT,2026-04-25 21:19:52,2026-04-25 21:21:12,"Level-1, Status-NO DIALTONE, Number-7208501421; Level-2, Status-No.Block by Server, Number-8097618466; Level-3, Status-No.Block by Server, Number-8108779091"
52,ST-DELHI-HPSC-268,HPSC_GBD_Rahul Vihar,Delhi,Ghaziabad,Ghaziabad,AM MNSF,2026-04-25 21:17:48,2026-04-25 21:22:08,00:04:20,53.50,51.30,0.00,'861919084308583,SOBT,2026-04-25 21:17:48,2026-04-25 21:22:08,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
53,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:15:29,2026-04-25 21:16:30,00:01:01,48.20,48.70,0.00,'861919084284875,SOBT,2026-04-25 21:15:29,2026-04-25 21:16:30,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
54,ST-GUJ-MACRO-033,Maturachhya Gandhidham,Gujrat,Kutchh,Kutchh,AM MNSF,2026-04-25 21:14:56,2026-04-25 21:16:00,00:01:04,51.85,49.50,0.00,'869742088840134,SOBT,2026-04-25 21:14:56,2026-04-25 21:16:00,"Level-1, Status-DIALING, Number-7984191084; Level-2, Status-DIALING, Number-8980445100; Level-3, Status-DIALING, Number-7226080870"
55,ST-MAH-OD-0056,Pethe Nagar,Maharashtra,CH SAMBHAJI NAGAR,CH SAMBHAJI NAGAR,MNSF,2026-04-25 21:10:31,2026-04-25 21:41:03,00:30:32,51.00,49.78,0.00,'865510082839772,SOBT,2026-04-25 21:10:31,2026-04-25 21:41:03,-
56,ST-DELHI-HPSC-074,HPSC_Bahalolpur,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:08:45,2026-04-25 21:12:30,00:03:45,52.64,50.42,0.00,'861919082178004,SOBT,2026-04-25 21:08:45,2026-04-25 21:12:30,"Level-1, Status-No.Block by Server, Number-9717185678; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
57,ST-DELHI-HPSC-169,HPSC_Badshahpur,Delhi,Delhi,Delhi,AM MNSF,2026-04-25 21:06:11,2026-04-26 08:57:19,11:51:08,49.40,0.00,0.00,'861919084304632,SOBT,2026-04-25 21:06:11,2026-04-26 00:00:00,"Level-1, Status-No.Block by Server, Number-8395061400; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
58,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,AM MNSF,2026-04-25 21:02:09,2026-04-25 21:03:14,00:01:05,49.30,48.70,0.00,'861919084284875,SOBT,2026-04-25 21:02:09,2026-04-25 21:03:14,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
59,ST_MUM_HPSC_0032,Mohammad shah,Mumbai,Mumbai,MUMBAI,Door Open,2026-04-25 20:58:33,2026-04-25 20:58:58,00:00:25,52.92,52.92,0.00,'861919084334712,SOEB,2026-04-25 19:59:54,2026-04-26 00:00:00,"Level-1, Status-DIALING, Number-8898214454; Level-2, Status-DIALING, Number-8097618466"
60,ST_MUM_HPSC_0032,Mohammad shah,Mumbai,Mumbai,MUMBAI,Door Open,2026-04-25 20:56:55,2026-04-25 20:57:50,00:00:55,53.14,52.92,0.00,'861919084334712,SOEB,2026-04-25 19:59:54,2026-04-26 00:00:00,"Level-1, Status-DIALING, Number-8898214454; Level-2, Status-DIALING, Number-8097618466"
61,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,BTLV,2026-04-25 20:55:03,2026-04-25 20:55:13,00:00:10,47.70,48.70,0.00,'861919084284875,SOEB,2026-04-25 20:55:03,2026-04-25 21:02:09,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
62,ST-UPE-HPSC-025,The Grand JBR Hotel,UP East,Lucknow,Lucknow,AM MNSF,2026-04-25 20:54:29,2026-04-25 20:55:07,00:00:38,53.50,53.00,0.00,'866082076609032,SOBT,2026-04-25 20:54:29,2026-04-25 20:55:07,"Level-1, Status-No.Block by Server, Number-9936837499; Level-2, Status-No.Block by Server, Number-9140864299; Level-3, Status-No.Block by Server, Number-8767249333"
63,ST-HPSC-NCR-074,HPSC_Crossing Republic Golf Course GBD_1,Delhi,Noida,Noida,AM MNSF,2026-04-25 20:54:13,2026-04-25 20:55:03,00:00:50,48.20,47.70,0.00,'861919084284875,SOBT,2026-04-25 20:54:13,2026-04-25 20:55:03,"Level-1, Status-No.Block by Server, Number-8448102503; Level-2, Status-No.Block by Server, Number-8395061400; Level-3, Status-No.Block by Server, Number-6397156643"
64,ST_MUM_HPSC_0032,Mohammad shah,Mumbai,Mumbai,MUMBAI,Door Open,2026-04-25 20:54:01,2026-04-25 20:54:51,00:00:50,53.35,53.00,0.00,'861919084334712,SOEB,2026-04-25 19:59:54,2026-04-26 00:00:00,"Level-1, Status-DIALING, Number-8898214454; Level-2, Status-DIALING, Number-8097618466"
65,ST-GUJ-MACRO-032,Gunukrupa Godhra,Gujrat,Godhara ,Godhara,AM MNSF,2026-04-25 20:53:31,2026-04-25 21:25:11,00:31:40,52.78,50.42,0.00,'861919084260073,SOBT,2026-04-25 20:53:31,2026-04-25 21:25:11,"Level-1, Status-DIALING, Number-9727794821; Level-2, Status-DIALING, Number-8980445100; Level-3, Status-DIALING, Number-7226080870"
66,ST_MUM_HPSC_0032,Mohammad shah,Mumbai,Mumbai,MUMBAI,Door Open,2026-04-25 20:52:43,2026-04-25 20:53:14,00:00:31,53.21,53.28,0.00,'861919084334712,SOEB,2026-04-25 19:59:54,2026-04-26 00:00:00,"Level-1, Status-DIALING, Number-8898214454; Level-2, Status-DIALING, Number-8097618466"
